,updated,ID,name,absorption,protein_binding,half_life,strength,route,state,experimental_water_solubility,experimental_logP,predicted_water_solubility,pKa_strongest_acidic,pKa_strongest_basic,SMILES,pb_low,pb_high,half_life_low,half_life_high,total_charge,strength_norm,molecular_weight,n_rings,aromatic_rings,n_heterocycles,n_aromatic_heterocycles,n_saturated_heterocycles,n_aliphatic_heterocycles
334,02/07/2019 00:00,DB00452,Framycetin,,,,0.01,Rectal,solid,,-7.8,64.7,12.29,9.97,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,,,,,0,,614.3122855,4,0,3,0,3,3
335,04/06/2019 00:00,DB00453,Clomocycline,,,,,,solid,,0.2,1.77,0.013,8.23,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC(Cl)=C1[C@@]3(C)O,,,,,0,,508.1248581,4,1,0,0,0,0
336,02/07/2019 00:00,DB00454,Meperidine,"The oral bioavailability of meperidine in patients with normal hepatic function is 50-60% due to extensive first-pass metabolism. Bioavailability increases to 80-90% in patients with hepatic impairment (e.g. liver cirrhosis). Meperidine is less than half as effective when administered orally compared to parenteral administration. One study reported that 80-85% of the drug administered intramuscularly was absorbed within 6 hours of intragluteal injection in health adults; however, inter-individual variation and patient-specific variable appear to cause considerable variations in absorption upon IM injection. ",60-80%,Initial distribution phase (t<sub>1/2 &alpha;</sub>) = 2-11 minutes; terminal elimination phase (t<sub>1/2 &beta;</sub>) =  3-5 hours. In patients with hepatic dysfunction (e.g. liver cirrhosis or active viral hepatitis) the t<sub>1/2 &beta;</sub> is prolonged to 7-11 hours.,100 mg/1mL,Intramuscular; Intravenous; Subcutaneous,solid,3220 mg/L (at 30 Â°C),2.72,1.11,,8.16,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,0.6,0.8,,,0,,247.1572289,2,1,1,0,1,1
337,02/07/2019 00:00,DB00455,Loratadine,"Loratadine is rapidly absorbed and achieves peak plasma concentration in 1-2 hours, while it's main metabolite achieves peak plasma concentration in 3-4 hours.[A176438]",0.99,The elimination half life is approximately 10 hours for loratadine and 20 hours for descarbethoxyloratadine.[A176438],10 mg,Oral,solid,0.000011 mg/ml,5.2,0.0134,,4.33,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,0.99,0.99,,,0,10,382.1448057,4,2,2,1,1,1
338,04/06/2019 00:00,DB00456,Cefalotin,,65-80%,30 minutes,1 g,Intravenous,solid,158 mg/L,0,0.0521,3.63,-3.3,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O,0.65,0.8,0.5,0.5,0,,396.0449782,3,1,3,1,1,2
339,02/07/2019 00:00,DB00457,Prazosin,"After administration of an oral dose, peak plasma concentrations are attained at approximately 3 hours [FDA label].  There is a linear association between the prazosin dose given and plasma concentration at steady state [A176657]. ",0.97,The plasma half-life is about 2-3 hours [FDA label]. ,1 mg,Oral,solid,1.4 mg/mL,1.3,0.693,,7.24,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,0.97,0.97,,,0,1,383.1593542,4,3,3,2,1,1
340,02/07/2019 00:00,DB00458,Imipramine,"Rapidly and well absorbed (>95%) after oral administration [A31907]. The primary site of absorption is the small intestine as the basic amine groups are ionized in the acidic environment of the stomach, preventing movement across tissues. Bioavailability ranges from 29-77% due to high inter-individual variability. Peak plasma concentration is usually attained 2-6 hours following oral administration. Absorption is unaffected by food. ",60-96%,"Imipramine has a mean half life of 12 h. Its active metabolite, desipramine has a mean half life of 22.5 h [A31907].",10 mg,Oral,solid,18.2 mg/L (at 24 Â°C),4.8,0.0664,,9.2,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.6,0.96,,,0,10,280.1939488,3,2,1,0,0,1
341,02/07/2019 00:00,DB00459,Acitretin,"Oral absorption of acitretin is optimal when given with food, and is linear and proportional with increasing doses from 25 to 100 mg. Approximately 72% (range 47% to 109%) of the administered dose was absorbed after a single 50 mg dose of acitretin was given to 12 healthy subjects.",0.999,49 hours (range 33 to 96 hours),17.5 mg/1,Oral,solid,0.0729 mg/L,6.4,0.000478,5.01,-4.8,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,0.999,0.999,,,0,17.5,326.1881947,1,1,0,0,0,0
342,02/07/2019 00:00,DB00460,Verteporfin,,,"Following intravenous infusion, verteporfin exhibits a bi-exponential elimination with a terminal elimination half-life of approximately 5-6 hours. Mild hepatic insufficiency increases half-life by approximately 20%.",15 mg/1,Intravenous,solid,,2.1,0.0136,4.12,4.78,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C,,,,,0,,718.3002643,6,3,5,3,0,2
343,02/07/2019 00:00,DB00461,Nabumetone,"Nabumetone is well-absorbed from the GI tract and undergoes significant first pass metabolism resulting in approximately 35% being converted to the active metabolite, 6-MNA.[label,A178903] Tmax for 6-MNA varies widely with a mean values of 3 and 11 hours reported in official product monographs, and described as 9-12 hours in published literature [label,L6466,A178903] Administration with food increases Cmax by 33% and increases absorption rate.[label,A178903] If formulated as a suspension the Cmax increases and the Tmax is reduced by 0.8 hours while the all other pharmacokinetic parameters remain unchanged.[A178903]",0.99,6-MNA has a mean half-life of 24 hours with a range of 19-36 hours.[label],500 mg/1,Oral,solid,Practically insoluble,2400,0.00193,19.59,-4.8,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,0.99,0.99,,,0,500,228.1150298,2,2,0,0,0,0
344,04/06/2019 00:00,DB00462,Methscopolamine bromide,"Poorly and unreliably absorbed, total absorption is 10-25%.",,,2.5 mg/1,Oral,solid,Freely soluble,-2.58,0.0132,15.15,-2.7,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,,,,,0,2.5,397.0888703,4,1,3,0,3,3
345,04/06/2019 00:00,DB00463,Metharbital,,,,,,solid,1980 mg/L (at 25 Â°C),1.15,19.5,8.75,,CCC1(CC)C(=O)NC(=O)N(C)C1=O,,,,,0,,198.1004423,1,0,1,0,1,1
346,02/07/2019 00:00,DB00464,Sodium Tetradecyl Sulfate,,,,10 mg,Intravenous,solid,,,0.00798,-1.1,,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,,,,,0,,316.1684247,0,0,0,0,0,0
347,02/07/2019 00:00,DB00465,Ketorolac,"Ketorolac is rapidly, and completely absorbed after oral administration with a bioavailability of 80% after oral administration.[L6526][A176143] Cmax is attained 20-60 minutes after administration, and after intramuscular administration, the area under the plasma concentration-time curve (AUC) is proportional to the dose administered.[A175966] 

After intramuscular administration, ketorolac demonstrates a time to maximal plasma concentration (tmax) of approximately 45-50 minutes, and a tmax of 30-40 minutes after oral administration.[A176143] The rate of absorption may be reduced by food; however, the extent of absorption remains unaffected.[A176143]",>99%,"Ketorolac tromethamine is administered as a racemic mixture, therefore the half-life of each enantiomer must be considered.  The half life of the S-enantiomer is ~2.5 hours, while the half life of the R-enantiomer is ~5 hours.  Based on this data, the S enantiomer is cleared about twice as fast as the R enantiomer. [L6526]",5 mg/1mL,Ophthalmic,solid,200 g/l (tromethamine salt),2.1,0.513,3.84,-7.8,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,0.99,1,,,0,,255.0895433,3,2,2,1,0,1
348,04/06/2019 00:00,DB00467,Enoxacin,"Rapidly absorbed following oral administration, with an absolute oral bioavailability of approximately 90%.",0.4,Plasma half-life is 3 to 6 hours.,,,solid,3.43 g/L,-0.2,1.09,5.5,8.59,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,0.4,0.4,,,0,,320.1284686,3,2,3,2,1,1
349,02/07/2019 00:00,DB00468,Quinine,76 - 88%,0.7,Approximately 18 hours,324 mg/1,Oral,solid,500 mg/L (at 15 Â°C),3.44,0.334,13.89,9.05,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,0.7,0.7,,,0,324,324.183778,5,2,4,1,3,3
350,02/07/2019 00:00,DB00469,Tenoxicam,Oral absorption of tenoxicam is rapid and complete (absolute bioavailability 100%).,0.99,72 hours (range 59 to 74 hours),20 mg,Oral,solid,14.1 mg/L,1.9,0.257,2.21,4.26,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,0.99,0.99,,,0,20,337.0190978,3,2,3,2,0,1
351,02/07/2019 00:00,DB00470,Dronabinol,"Dronabinol capsules are almost completely absorbed (90 to 95%) after single oral doses. Due to the combined effects of first pass hepatic metabolism and high lipid solubility, only 10 to 20% of the administered dose reaches the systemic circulation. After oral administration, dronabinol has an onset of action of approximately 0.5 to 1 hours and peak effect at 2 to 4 hours. Following BID dosing of 2.5mg of dronabinol, Cmax was found to be 1.32ng/mL with a median Tmax of 1.00 hr. ",,The elimination phase of dronabinol can be described using a two compartment model with an initial (alpha) half-life of about 4 hours and a terminal (beta) half-life of 25 to 36 hours. ,10 mg/1,Oral,solid,2800 mg/L (at 23 Â°C),5.648,0.00263,9.34,-4.9,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,,,,,0,10,314.2245802,3,1,1,0,0,1
352,02/07/2019 00:00,DB00471,Montelukast,"It has been observed that montelukast is quickly absorbed following administration by the oral route.[L6301,L6304,L6307,L6310,L6325,L6328,L6331] The oral bioavailability documented for the drug is 64%.[L6301,L6304,L6307,L6310,L6325,L6328,L6331] Furthermore, it seems that having a regular meal in the morning or even a high fat snack in the evening does not affect the absorption of montelukast.[L6301,L6304,L6307,L6310,L6325,L6328,L6331] ",,"Studies have demonstrated that the mean plasma half-life of montelukast varies from 2.7 to 5.5 hours when observed in healthy young adults.[L6301,L6304,L6307,L6325,L6328,L6331]",4 mg/1,Oral,solid,"mixes with water (>100 mg/ml, 25 C)",7.9,8.20E-06,4.4,3.12,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,,,,,0,4,585.2104427,5,4,1,1,0,0
353,02/07/2019 00:00,DB00472,Fluoxetine,"Well absorbed from the GI tract following oral administration. Oral bioavailability is estimated to be at least 60-80%. Peak plasma concentrations occur within 6-8 hours following a single oral administration of a 40 mg dose. The oral solution and delayed-release capsule are bioequivalent. Food does not affect the systemic bioavailability of fluoxetine but it delays the absorption by 1-2 hours (not clinically significant). Prozac Weekly capsules, a delayedâ€“release formulation, contain entericâ€“coated pellets that resist dissolution until reaching a segment of the gastrointestinal tract where the pH exceeds 5.5. The enteric coating delays the onset of absorption of fluoxetine 1 to 2 hours relative to the immediateâ€“release formulations.",0.945,"1-3 days [acute administration];
4-6 days [chronic administration];
4-16 days [norfluoxetine, acute and chronic administration].  ",20 mg/1,Not applicable,solid,50 mg/mL at 25 Â°C,4.05,0.0017,,9.8,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,0.945,0.945,,,0,,309.1340489,2,2,0,0,0,0
354,04/06/2019 00:00,DB00473,Hexylcaine,,,<10 minutes,,,solid,,3.9,0.00971,,9.87,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,,,0.166666667,0.166666667,0,,261.172879,2,1,0,0,0,0
355,04/06/2019 00:00,DB00474,Methohexital,The absolute bioavailability following rectal administration of methohexital is 17%.,0.73,5.6 &plusmn; 2.7 minutes,2.5 g/1,Intramuscular; Rectal,solid,,1.8,0.0524,8.73,,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,0.73,0.73,,,0,,262.1317424,1,0,1,0,1,1
356,02/07/2019 00:00,DB00475,Chlordiazepoxide,,,24-48 hours,10 mg,Oral,solid,2000 mg/L,2.44,0.0199,-2.7,7.06,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,,,24,48,0,10,299.0825397,3,2,1,0,0,1
357,02/07/2019 00:00,DB00476,Duloxetine,"Duloxetine is incompletely absorbed with a mean bioavailability of 50% although there is wide variability in the range of 30-80%.[A14807] The population absorption constant (ka) is 0.168 h<sup>-1</sup>.The molecule is susceptible to hydrolysis in acidic environments necessitating the use of an enteric coating to protect it during transit through the stomach. This creates a 2 hour lag time from administration to the start of absorption. The Tmax is 6 hours including the lag time.[label] Administering duloxetine with food 3 hour delay in Tmax along with an 10% decrease in AUC. Similarly, administering the dose at bedtime produces a 4 hour delay and 18% decrease in AUC with a 29% reduction in Cmax.[A14807] These are attributed to delayed gastric emptying in both cases but are not expected to impact therapy to a clinically significant degree.",0.9,"Mean of 12 h with a range of 8-17.[label,A14807]",30 mg,Oral,solid,,4,0.00296,,9.7,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,0.9,0.9,,,0,30,297.1187352,3,3,1,1,0,0
358,02/07/2019 00:00,DB00477,Chlorpromazine,Readily absorbed from the GI tract. Bioavailability varies due to first-pass metabolism by the liver. ,0.9,~ 30 hours,111.4 mg,Oral,liquid,2.55 mg/L (at 24 Â°C),5.41,0.00417,,9.2,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,0.9,0.9,,,0,111.4,318.0957473,3,2,1,0,0,1
359,04/06/2019 00:00,DB00478,Rimantadine,"Well absorbed, with the tablet and syrup formulations being equally absorbed after oral administration.",0.4,25 to 30 hours in young adults (22 to 44 years old). Approximately 32 hours in elderly (71 to 79 years old) and in patients with chronic liver disease. Approximately 13 to 38 hours in children (4 to 8 years old).,50 mg/5mL,Oral,solid,Hydrochloride salt freely soluble (50 mg/ml at 20 Â°C),3.6,0.00915,,10.14,CC(N)C12CC3CC(CC(C3)C1)C2,0.4,0.4,,,0,,179.1673997,4,0,0,0,0,0
360,02/07/2019 00:00,DB00479,Amikacin,"Rapidly absorbed after intramuscular administration. Rapid absorption occurs from the peritoneum and pleura. Poor oral and topical absorption. Poorly absorbed from bladder irrigations and intrathecal administration.[F1954,Label]

The bioavailability of this drug is expected to vary primarily from individual differences in nebulizer efficiency and airway pathology.[Label]

Following IM administration of a single dose of amikacin of 7.5 mg/kg in adults with normal renal function, peak plasma amikacin concentrations of 17-25 micrograms/mL are attained within 45 minutes to 2 hours.[F1949]

Following IV infusion of the same dose given over 1 hour peak plasma concentrations of the drug average 38 micrograms/mL immediately following the infusion, 5.5 micrograms/mL at 4 hours, and 1.3 micrograms/mL at 8 hours.[F1949]",,The plasma elimination half-life of amikacin is usually 2-3 hours in adults with normal renal function and is reported to range from 30-86 hours in adults with severe renal impairment.[Label],250 mg/1mL,Intramuscular; Intravenous,solid,50 mg/ml,,49.7,12.1,9.79,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,,,,,0,,585.2857364,3,0,2,0,2,2
361,02/07/2019 00:00,DB00480,Lenalidomide,"Rapidly absorbed following oral administration, with maximum plasma concentrations occurring between 0.625 and 1.5 hours post-dose. Co-administration with food does not alter the extent of absorption (AUC) but does reduce the maximal plasma concentration (C<sub>max</sub>) by 36%. The pharmacokinetic disposition of lenalidomide is linear. Accumulation does not occur following multiple doses. ",0.3,"Healthy subjects = 3 hours;
Multiple myeloma or MDS patients = 3 - 5 hours. ",10 mg,Oral,solid,"Soluble in organic solvent/water mixtures, and buffered aqueous solvents. Lenalidomide is more soluble in organic solvents and low pH solutions. Solubility was significantly lower in less acidic buffers, ranging from about 0.4 to 0.5 mg/mL.",-0.4,2.33,11.61,2.31,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,0.3,0.3,,,0,10,259.0956913,3,1,2,0,1,2
362,02/07/2019 00:00,DB00481,Raloxifene,"Raloxifene is well absorbed from the gastrointestinal tract, with approximately 60% fo the drug being absorbed following oral administration.[T28] Due to the extensive first-pass hepatic metabolism that involves glucuronide conjugation, the absolute oral bioavailability of raloxifene is about 2%.[T28] Following oral ingestion of a single dose or multiple dose of raloxifen in healthy postmenopausal women, the mean peak plasma concentrations (Cmax) were 0.50 and 1.36 ng/mL, respectively, and the AUC values were 27.2 and 24.2 ngxhr/mL, respectively. The time to reach Cmax following a single or multiple oral doses were 27.7 and 32.5 hours, respectively.[label] Although not clinically significant, oral ingestion of raloxifene with high-fat meals is thought to increase the systemic bioavailability of the drug[A4977] by increasnig the peak plasma concentrations (Cmax) and AUC by 28% and 16%, respectively.[label]",0.95,"The average plasma elimination half-life of raloxifene ranges from 27 to 32 hours.[A4977,T28] The prolonged half-life has been attributed to the drug's reversible systemic metabolism and significant enterohepatic cycling.[A4977]",60 mg/1,Oral,solid,Insoluble,5.2,0.000512,8.89,7.95,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,0.95,0.95,,,0,60,473.1660793,5,4,2,1,1,1
363,02/07/2019 00:00,DB00482,Celecoxib,"Easily absorbed in the gastrointestinal tract. When a single dose of 200 mg is given to healthy subjects, peak plasma levels occur 3 hours after an oral dose. The peak plasma level is 705 ng/mL. Absolute bioavailability studies have not been conducted. When multiple doses are given, steady-state is reached on or before Day 5. When taken with a high-fat meal, peak plasma levels are delayed for about 1 to 2 hours with an increase in total absorption (AUC) of 10% to 20% [FDA label].

A meta-analysis of pharmacokinetic studies has suggested an approximately 40% higher AUC (area under the curve) of celecoxib in black patients compared to Caucasians for unknown reasons [L3296].",,The effective half-life is approximately 11 hours when a single 200 mg dose is given to healthy subjects. Terminal half-life is generally variable because of the low solubility of the drug thus prolonging absorption [FDA label].,100 mg/1,Oral; Topical,solid,Poorly soluble,3.53,0.00503,10.7,-0.42,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,,,,,0,100,381.0758823,3,3,1,1,0,0
364,04/06/2019 00:00,DB00483,Gallamine Triethiodide,,,,20 mg,Intravenous,solid,Soluble,3.5,4.65E-06,,-4.5,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,,,,,0,,891.1768868,1,1,0,0,0,0
365,02/07/2019 00:00,DB00484,Brimonidine,"Brimonidine readily penetrates the cornea following ocular administration [A178951] to reach pharmacologically active concentrations in the aqueous humor and ciliary body, the putative sites of its IOP-lowering activity.[A36674] Following ocular administration of 0.2% brimonidine solution, the peak plasma concentrations were achieved within 1 to 4 hours.[label]

In a clinical study of adult subjects with facial erythema of rosacea, brimonidine was cutaneously applied on facial skin in a repeated manner. While there was no drug accumulation in plasma, the highest peak plasma concentrations (Cmax) and AUC were 46 Â± 62 pg/mL and 417 Â± 264 pgxhr/mL, respectively.[L6544]",,"Following ocular administration of 0.2% brimonidine solution, the systemic half-life was approximately 3 hours.[label]",0.002,Ophthalmic,solid,34 mg/mL,,0.154,,8.32,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,,,,,0,,291.0119574,3,2,2,1,0,1
366,02/07/2019 00:00,DB00485,Dicloxacillin,"Absorption of the isoxazolyl penicillins after oral administration is rapid but incomplete: peak blood levels are achieved in 1-1.5 hours. Oral absorption of cloxacillin, dicloxacillin, oxacillin and nafcillin is delayed when the drugs are administered after meals.",,The elimination half-life for dicloxacillin is about 0.7 hour.,250 mg/1,Oral,solid,3.63 mg/L,2.91,0.0296,3.75,-0.71,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,,,,,0,250,469.026597,4,2,3,1,2,2
367,02/07/2019 00:00,DB00486,Nabilone,"Nabilone appears to be completely absorbed from the human gastrointestinal tract when administered orally. Following oral administration of a 2 mg dose of radiolabeled nabilone, peak plasma concentrations of approximately 2 ng/mL nabilone and 10 ng equivalents/mL total radioactivity are achieved within 2.0 hours. ",,"The plasma half-life (T1/2) values for nabilone and total radioactivity of identified and unidentified metabolites are about 2 and 35 hours, respectively.",0.25 mg,Oral,solid,,6.8,0.000493,9.33,-4.9,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,,,,,0,0.25,372.266445,3,1,1,0,0,1
368,02/07/2019 00:00,DB00487,Pefloxacin,Well absorbed by the oral route.,20-30%,8.6 hours,,,solid,11.4 mg/mL at 25 Â°C,0.27,1.23,5.66,6.47,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,0.2,0.3,8.6,8.6,0,,333.1488697,3,2,2,1,1,1
369,04/06/2019 00:00,DB00488,Altretamine,,0.94,4.7-10.2 hours,50 mg/1,Oral,solid,91 mg/L (at 25 Â°C),2.73,3.1,,7.75,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,0.94,0.94,4.7,10.2,0,50,210.1592946,1,1,1,1,0,0
370,02/07/2019 00:00,DB00489,Sotalol,"Sotalol is 90-100% bioavailable.[Label,A178483] When taken with a meal, adsorption is lowered by 18%.[Label,A178483]
In patients with a creatinine clearance >80mL/min, the maximum concentration is 6.25Â±2.19.[A178483]",,"The terminal elimination half life is 10-20 hours in healthy patients.[Label,A178483] In patients with a creatinine clearance >80mL/min, the half life is 17.5Â±0.97h.[A178483] In patients with a creatinine clearance 30-80mL/min, the half life is 22.7Â±6.4h.[A178483] In patients with a creatinine clearance 10-30mL/min, the half life is 64Â±27.2h.[A178483] In patients with a creatinine clearance <10mL/min, the half life is 97.9Â±57.3h.[A178483]",160 mg,Oral,solid,,,0.782,10.07,9.43,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,,,,,0,160,272.1194635,1,1,0,0,0,0
371,02/07/2019 00:00,DB00490,Buspirone,Rapidly absorbed in man. Bioavailability is low and variable (approximately 5%) due to extensive first pass metabolism.,0.95,2-3 hours (although the action of a single dose is much longer than the short halflife indicates).,10 mg,Oral,solid,21.4 mg/L,2.63,0.588,,7.62,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,0.95,0.95,,,0,10,385.2477752,4,1,3,1,2,2
372,04/06/2019 00:00,DB00491,Miglitol,Absorption of miglitol is saturable at high doses with 25 mg being completely absorbed while a 100-mg dose is only 50-70% absorbed. No evidence exists to show that systemic absorption of miglitol adds to its therapeutic effect.,,The elimination half-life of miglitol from plasma is approximately 2 hours.,100 mg/1,Oral,solid,Soluble,-2.7,610,12.9,7.6,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,,,,0,100,207.1106726,1,0,1,0,1,1
373,02/07/2019 00:00,DB00492,Fosinopril,Average absolute absorption is 36%. The primary site of absorption is the proximal small intestine (duodenum/jejunum). Food slows the rate of absorption with no effect on the extent of absorption. ,&ge;95%,12 hours,10 mg/1,Oral,solid,Insoluble,6.3,0.00101,3.87,-4.4,CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,0.95,0.95,12,12,0,10,563.3011894,3,1,1,0,1,1
374,02/07/2019 00:00,DB00493,Cefotaxime,Rapidly absorbed following intramuscular injection.,,Approximately 1 hour.,10 g/1,Intravenous,solid,Soluble,-0.5,0.146,3.18,4.15,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,,,,,0,,455.0569399,3,1,3,1,1,2
375,02/07/2019 00:00,DB00494,Entacapone,Entacapone is rapidly absorbed (approximately 1 hour). The absolute bioavailability following oral administration is 35%.,0.98,0.4-0.7 hour,200 mg,Oral,solid,,2.8,0.0797,5.68,-0.036,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,0.98,0.98,0.4,0.7,0,200,305.1011706,1,1,0,0,0,0
376,02/07/2019 00:00,DB00495,Zidovudine,"Rapid and nearly complete absorption from the gastrointestinal tract following oral administration; however, because of first-pass metabolism, systemic bioavailability of zidovudine capsules and solution is approximately 65% (range, 52 to 75%). Bioavailability in neonates up to 14 days of age is approximately 89%, and it decreases to approximately 61% and 65% in neonates over 14 days of age and children 3 months to 12 years, respectively. Administration with a high-fat meal may decrease the rate and extent of absorption.",30-38%,"Elimination half life, HIV-infected patients, IV administration = 1.1 hours (range of 0.5 - 2.9 hours) ",100 mg/1,Oral,solid,2.01E+004 mg/L (at 25 Â°C),0.05,16.3,9.96,-3,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.3,0.38,,,0,100,267.0967539,2,1,2,1,1,1
377,02/07/2019 00:00,DB00496,Darifenacin,"The mean oral bioavailability at steady state is estimated to be 15% and 19% for 7.5 mg and 15 mg tablets, respectively.",0.98,The elimination half-life of darifenacin following chronic dosing is approximately 13-19 hours.,15 mg/1,Oral,solid,,4.5,0.000298,16.21,10.11,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.98,0.98,,,0,15,426.2307282,5,3,2,0,1,2
378,02/07/2019 00:00,DB00497,Oxycodone,"Oxycodone has an oral bioavailability of 60% to 87% that is unaffected by food.[Label]

The area under the curve is 135ng/mL\*hr, maximum plasma concentration is 11.5ng/mL, and time to maximum concentration is 5.11hr in patients given a 10mg oral immediate release dose of oxycodone.[Label]",,"The apparent elimination half life of oxycodone is 3.2 hours for immediate release formulations and 4.5 hours for extended release formulations.[Label] Noroxycodone has a half life of 5.8 hours, oxymorphone has a half life of 8.8 hours, noroxymorphone has a half life of 9 hours.[A178639]",5 mg,Oral,solid,166mg/mL,0.7,5.59,13.56,8.21,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,,,,,0,5,315.1470582,5,1,2,0,1,2
379,04/06/2019 00:00,DB00498,Phenindione,Absorbed slowly from the gastrointestinal tract.,0.88,5-10 hours,,,solid,27 mg/L (at 20 Â°C),2.9,0.023,4.88,-7.5,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,0.88,0.88,5,10,0,,222.0680796,3,2,0,0,0,0
380,02/07/2019 00:00,DB00499,Flutamide,Rapidly and completely absorbed.,94-96%,The plasma half-life for the alpha-hydroxylated metabolite of flutamide (an active metabolite) is approximately 6 hours.,125 mg/1,Oral,solid,9.45 mg/L,3.35,0.00566,13.17,-3.7,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,0.94,0.96,,,0,125,276.0721769,1,1,0,0,0,0
